TotalTimeStopped_p20,TotalTimeStopped_p40,TotalTimeStopped_p50,TotalTimeStopped_p60,TotalTimeStopped_p80,TimeFromFirstStop_p20,TimeFromFirstStop_p40,TimeFromFirstStop_p50,TimeFromFirstStop_p60,TimeFromFirstStop_p80,DistanceToFirstStop_p20,DistanceToFirstStop_p40,DistanceToFirstStop_p50,DistanceToFirstStop_p60,DistanceToFirstStop_p80
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
17,22,24,26,29,40,44,45,46,48,39.5,208.9,217.1,232.2,252.6
6,16,16,17,29,28,29,29,32,41,76.0,76.8,76.8,89.3,117.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,14,20,0,0,0,19,27,0.0,0.0,0.0,53.8,58.8
0,0,10,14,37,0,0,20,25,42,0.0,0.0,41.7,43.7,51.0
0,0,30,33,41,0,0,45,48,48,0.0,0.0,44.3,53.6,83.8
0,6,7,12,59,0,20,24,26,102,0.0,110.7,117.7,134.1,277.3
0,0,0,13,22,0,0,0,27,33,0.0,0.0,0.0,65.9,80.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,24,0,0,0,0,35,0.0,0.0,0.0,0.0,48.0
0,0,0,0,9,0,0,0,0,20,0.0,0.0,0.0,0.0,72.3
0,28,32,36,55,0,36,41,42,58,0.0,37.5,38.6,43.8,53.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,6,10,14,0,0,17,17,21,0.0,0.0,55.3,56.6,66.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,12,33,48,0,23,32,51,60,0.0,65.9,77.2,88.4,125.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,17,0,0,0,0,45,0.0,0.0,0.0,0.0,221.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,22,0,0,0,0,29,0.0,0.0,0.0,0.0,69.1
0,7,14,24,38,0,25,29,34,68,0.0,75.7,83.9,97.8,135.2
0,0,11,19,33,0,0,19,26,44,0.0,0.0,55.3,62.8,69.5
28,39,39,47,56,51,59,59,60,65,102.9,121.7,121.7,149.8,162.3
0,0,0,7,27,0,0,0,15,33,0.0,0.0,0.0,58.4,69.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
38,113,120,174,223,51,125,132,215,256,90.3,149.8,167.0,221.9,248.5
0,0,0,0,12,0,0,0,0,23,0.0,0.0,0.0,0.0,39.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,18,0,0,0,0,33,0.0,0.0,0.0,0.0,58.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,6,11,23,59,0,16,24,28,86,0.0,65.3,80.7,103.6,311.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,12,28,42,70,0,22,38,47,75,0.0,45.2,46.4,52.3,85.5
0,0,0,14,26,0,0,0,28,34,0.0,0.0,0.0,41.2,68.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,8,0,0,0,0,11,0.0,0.0,0.0,0.0,38.3
0,35,35,41,61,0,41,41,81,89,0.0,45.0,45.0,57.4,123.6
0,0,9,10,43,0,0,19,22,51,0.0,0.0,61.6,61.9,81.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
21,41,41,42,72,50,52,52,57,89,66.1,67.1,67.1,70.3,170.4
0,24,35,48,85,0,45,56,60,205,0.0,61.5,74.2,81.9,315.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
7,28,40,45,67,11,32,44,50,70,12.4,16.0,20.8,24.0,30.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,12,0,0,0,0,17,0.0,0.0,0.0,0.0,46.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,11,30,0,0,0,24,36,0.0,0.0,0.0,58.5,72.8
0,0,0,8,20,0,0,0,15,26,0.0,0.0,0.0,59.3,63.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,11,14,18,50,13,15,18,20,59,11.6,18.9,23.7,27.8,36.4
0,0,0,11,19,0,0,0,25,65,0.0,0.0,0.0,64.9,524.7
0,8,15,27,37,0,19,26,36,49,0.0,54.5,61.3,70.8,92.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,20,0,0,0,0,32,0.0,0.0,0.0,0.0,58.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,19,22,0,0,0,28,34,0.0,0.0,0.0,55.3,70.7
0,0,0,0,14,0,0,0,0,20,0.0,0.0,0.0,0.0,52.1
0,0,0,0,19,0,0,0,0,47,0.0,0.0,0.0,0.0,67.8
0,0,0,0,12,0,0,0,0,27,0.0,0.0,0.0,0.0,75.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,7,28,0,0,0,19,36,0.0,0.0,0.0,43.2,49.9
0,0,0,0,15,0,0,0,0,23,0.0,0.0,0.0,0.0,63.1
0,0,0,0,14,0,0,0,0,21,0.0,0.0,0.0,0.0,47.3
0,12,20,21,45,0,35,36,54,67,0.0,107.0,131.0,136.2,224.9
0,7,9,15,35,0,15,19,23,42,0.0,50.7,51.1,55.9,57.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,17,23,0,0,0,28,31,0.0,0.0,0.0,62.7,66.6
0,0,0,0,14,0,0,0,0,26,0.0,0.0,0.0,0.0,72.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,17,25,31,44,0,34,41,48,59,0.0,93.2,97.1,101.1,113.6
0,0,0,0,20,0,0,0,0,30,0.0,0.0,0.0,0.0,68.1
0,0,0,9,15,0,0,0,19,30,0.0,0.0,0.0,56.4,69.5
0,0,0,0,6,0,0,0,0,25,0.0,0.0,0.0,0.0,51.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0,0,0,0,35,0.0,0.0,0.0,0.0,73.2
0,0,0,6,39,0,0,0,12,46,0.0,0.0,0.0,54.2,69.0
0,6,9,24,36,0,15,17,35,43,0.0,53.3,60.1,62.1,67.0
0,0,0,0,26,0,0,0,0,36,0.0,0.0,0.0,0.0,71.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,14,0,0,0,0,25,0.0,0.0,0.0,0.0,63.7
0,0,6,11,48,0,0,9,19,57,0.0,0.0,25.7,35.0,43.5
0,0,0,20,25,0,0,0,30,37,0.0,0.0,0.0,62.6,90.7
0,0,0,14,70,0,0,0,38,86,0.0,0.0,0.0,66.7,295.1
0,0,0,0,7,0,0,0,0,14,0.0,0.0,0.0,0.0,70.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,14,17,29,45,0,33,46,54,54,0.0,83.5,87.5,91.7,111.0
0,8,15,20,32,0,16,27,29,41,0.0,49.3,55.0,57.5,65.7
0,35,54,58,70,0,56,69,79,92,0.0,72.7,77.3,80.1,99.9
0,0,6,20,36,0,0,13,29,59,0.0,0.0,60.4,61.3,335.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,25,32,64,0,0,36,55,116,0.0,0.0,66.7,90.6,123.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,10,16,29,78,18,26,34,37,86,37.9,59.4,60.2,66.1,96.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,16,0,0,0,0,21,0.0,0.0,0.0,0.0,27.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,9,0,0,0,0,27,0.0,0.0,0.0,0.0,97.3
9,26,29,33,39,18,37,39,41,46,32.3,55.0,60.5,64.1,77.3
0,0,0,0,11,0,0,0,0,19,0.0,0.0,0.0,0.0,58.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,10,25,0,0,0,24,32,0.0,0.0,0.0,73.8,84.4
0,0,0,0,13,0,0,0,0,16,0.0,0.0,0.0,0.0,38.8
0,0,0,0,13,0,0,0,0,35,0.0,0.0,0.0,0.0,73.6
0,0,0,0,18,0,0,0,0,25,0.0,0.0,0.0,0.0,57.2
0,0,0,12,16,0,0,0,20,20,0.0,0.0,0.0,46.8,53.5
14,27,30,35,38,31,41,42,46,52,67.8,74.0,74.5,82.6,89.0
8,10,10,11,13,18,22,22,22,34,57.5,58.2,58.2,60.7,62.1
11,21,38,46,53,21,35,45,62,63,63.4,64.6,72.0,72.3,72.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,20,41,61,91,0,27,53,69,107,0.0,41.7,52.3,59.2,87.8
0,0,0,0,7,0,0,0,0,13,0.0,0.0,0.0,0.0,56.0
0,0,0,0,15,0,0,0,0,20,0.0,0.0,0.0,0.0,28.7
0,0,0,0,16,0,0,0,0,25,0.0,0.0,0.0,0.0,68.4
0,0,13,17,33,0,0,22,26,45,0.0,0.0,61.9,68.9,92.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
11,25,32,40,69,33,40,44,57,74,64.0,82.5,97.5,121.5,161.1
24,30,30,33,36,37,45,45,52,67,43.8,48.8,48.8,108.9,193.5
0,8,12,13,30,0,20,22,25,36,0.0,57.8,58.6,59.6,68.9
0,0,0,0,10,0,0,0,0,20,0.0,0.0,0.0,0.0,60.7
0,0,0,6,8,0,0,0,17,21,0.0,0.0,0.0,54.8,71.6
15,23,24,30,30,24,28,33,41,56,9.3,77.0,84.4,95.2,113.6
0,0,0,7,14,0,0,0,15,21,0.0,0.0,0.0,52.6,62.7
13,47,48,50,53,41,59,61,61,64,54.2,81.6,83.4,93.3,117.4
11,15,21,81,115,18,23,29,105,133,55.6,56.6,56.6,147.4,153.2
0,0,0,0,11,0,0,0,0,19,0.0,0.0,0.0,0.0,63.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,6,0,0,0,0,14,0.0,0.0,0.0,0.0,57.6
0,0,0,27,30,0,0,0,36,39,0.0,0.0,0.0,66.9,68.4
8,12,15,15,28,14,29,36,41,47,44.0,51.3,180.7,188.4,322.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,11,0,0,0,0,18,0.0,0.0,0.0,0.0,27.2
0,10,13,16,27,0,22,24,27,40,0.0,65.8,74.3,79.4,97.5
0,0,0,0,9,0,0,0,0,17,0.0,0.0,0.0,0.0,57.2
0,0,0,21,28,0,0,0,52,66,0.0,0.0,0.0,318.1,320.9
0,0,7,25,34,0,0,47,62,70,0.0,0.0,260.2,310.6,334.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0,0,0,0,31,0.0,0.0,0.0,0.0,60.5
0,0,0,13,18,0,0,0,23,26,0.0,0.0,0.0,55.1,59.5
0,0,0,0,10,0,0,0,0,22,0.0,0.0,0.0,0.0,69.8
0,0,0,9,24,0,0,0,15,33,0.0,0.0,0.0,55.8,85.4
0,0,0,0,8,0,0,0,0,20,0.0,0.0,0.0,0.0,61.8
0,0,0,0,10,0,0,0,0,17,0.0,0.0,0.0,0.0,45.1
0,0,0,0,9,0,0,0,0,13,0.0,0.0,0.0,0.0,23.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
13,43,43,44,45,42,72,72,75,77,141.8,177.6,177.6,195.5,202.1
0,0,0,0,16,0,0,0,0,26,0.0,0.0,0.0,0.0,62.3
0,0,0,0,24,0,0,0,0,38,0.0,0.0,0.0,0.0,43.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,23,0,0,0,0,32,0.0,0.0,0.0,0.0,55.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,16,0,0,0,0,31,0.0,0.0,0.0,0.0,77.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,19,22,0,0,0,28,31,0.0,0.0,0.0,54.4,66.7
0,0,0,0,8,0,0,0,0,26,0.0,0.0,0.0,0.0,119.1
0,0,0,6,24,0,0,0,13,31,0.0,0.0,0.0,50.4,63.3
0,0,9,9,40,0,0,17,20,47,0.0,0.0,34.4,39.3,59.8
0,0,0,0,29,0,0,0,0,35,0.0,0.0,0.0,0.0,71.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,11,45,0,0,0,28,62,0.0,0.0,0.0,63.9,106.2
0,0,0,28,46,0,0,0,39,57,0.0,0.0,0.0,60.3,80.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,17,17,21,28,19,53,56,56,60,37.4,200.8,203.0,209.8,380.0
0,0,0,0,14,0,0,0,0,25,0.0,0.0,0.0,0.0,62.7
12,17,19,22,25,21,24,26,27,30,33.2,43.4,46.4,53.5,73.2
0,30,30,37,53,0,43,43,57,65,0.0,81.7,81.7,88.0,115.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,7,23,0,0,0,23,37,0.0,0.0,0.0,61.7,74.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,24,63,63,74,0,44,75,86,96,0.0,55.6,69.8,73.7,101.1
0,0,0,0,10,0,0,0,0,19,0.0,0.0,0.0,0.0,59.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,8,0,0,0,0,17,0.0,0.0,0.0,0.0,68.5
22,31,31,35,66,30,47,47,78,141,63.6,79.9,79.9,240.5,394.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,15,15,18,30,0,26,26,36,46,0.0,44.1,44.1,66.7,85.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,6,0,0,0,0,16,0.0,0.0,0.0,0.0,56.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
